Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Vehicle Class;Total Claim Amount;Date
AA71604;Arizona;F;Master;119865921%;87560;98;01/01/2000;Personal Auto;Two-Door Car;470.4;09/02/1997
TD10493;Oregon;F;High School or Below;28987327%;0;96;01/04/2000;Personal Auto;Four-Door Car;691.2;18/09/1997
LY97989;Oregon;F;Bachelor;28942439%;0;85;00/01/1900;Personal Auto;Four-Door Car;408;09/12/1996
VX39856;Arizona;F;Doctor;35004544%;89398;86;00/01/1900;Personal Auto;Four-Door Car;82.409922;18/01/1996
TP51897;Cali;F;College;26218086%;36843;68;01/03/2000;Corporate Auto;Four-Door Car;357.642982;19/10/1996
QQ89253;Oregon;F;College;102218050%;0;134;00/01/1900;Personal Auto;SUV;643.2;01/08/1997
EI91403;Cali;M;High School or Below;25782710%;34946;65;00/01/1900;Personal Auto;Two-Door Car;420.35698;21/12/1996
QG15435;Arizona;F;College;62425957%;75680;78;00/01/1900;Personal Auto;Four-Door Car;136.787725;12/03/1996
FZ55002;Nevada;F;Doctor;52202810%;0;69;00/01/1900;Personal Auto;Four-Door Car;331.2;23/09/1996
HX77930;Washington;F;College;31364321%;49532;79;01/01/2000;Personal Auto;Four-Door Car;220.186677;04/06/1996
UN37063;Arizona;M;Bachelor;45253658%;10269;65;00/01/1900;Personal Auto;Two-Door Car;170.798204;15/04/1996
VB87946;Cali;M;College;49703573%;49714;63;01/03/2000;Personal Auto;Four-Door Car;266.165535;20/07/1996
AB60627;Cali;M;High School or Below;154677890%;77517;129;00/01/1900;Corporate Auto;SUV;98.921782;03/02/1996
TA34903;Oregon;M;High School or Below;58388992%;81082;73;00/01/1900;Personal Auto;Four-Door Car;281.295903;04/08/1996
AQ51368;Oregon;F;Bachelor;106568820%;72540;88;00/01/1900;Corporate Auto;Two-Door Car;631.743039;20/07/1997
NZ26102;Oregon;F;High School or Below;22896187%;0;65;00/01/1900;Personal Auto;Four-Door Car;468;07/02/1997
GB45753;Cali;M;High School or Below;54398042%;61546;68;00/01/1900;Corporate Auto;Two-Door Car;29.209521;26/11/1995
BV79904;Cali;F;Master;79561501%;44818;67;01/01/2000;Personal Auto;Two-Door Car;136.883999;12/03/1996
OB49075;Arizona;M;Bachelor;44581134%;17622;65;01/01/2000;Personal Auto;Four-Door Car;312;04/09/1996
DS97676;Oregon;F;College;25550515%;0;72;00/01/1900;Personal Auto;Four-Door Car;518.4;29/03/1997
JO63462;Cali;M;Bachelor;33079990%;79797;84;00/01/1900;Corporate Auto;Two-Door Car;31.755601;28/11/1995
NJ10602;Washington;F;College;84590532%;92717;70;00/01/1900;Personal Auto;Two-Door Car;224.27582;08/06/1996
RS24501;Oregon;F;College;133501209%;28919;173;00/01/1900;Personal Auto;SUV;830.4;04/02/1998
VT78274;Arizona;M;College;49312213%;0;68;00/01/1900;Personal Auto;Four-Door Car;480.159011;19/02/1997
SU56153;Nevada;M;Bachelor;77768352%;63568;65;00/01/1900;Corporate Auto;Two-Door Car;390.792553;21/11/1996
MN20737;Nevada;F;College;25536722%;73935;64;01/01/2000;Corporate Auto;Four-Door Car;72.071195;08/01/1996
KL43114;Arizona;F;High School or Below;48764697%;0;66;00/01/1900;Corporate Auto;Two-Door Car;316.8;08/09/1996
YQ15567;Oregon;F;Bachelor;90343058%;18846;115;00/01/1900;Personal Auto;SUV;552;02/05/1997
TR88637;Arizona;F;High School or Below;81059108%;38893;103;00/01/1900;Personal Auto;SUV;41.965252;08/12/1995
TC88986;Oregon;M;High School or Below;56196891%;0;153;00/01/1900;Special Auto;SUV;1027.000029;20/08/1998
XX88577;Cali;M;Bachelor;157271306%;84824;196;00/01/1900;Corporate Auto;SUV;319.820747;11/09/1996
NE49052;Cali;F;High School or Below;66180164%;20068;86;00/01/1900;Corporate Auto;Four-Door Car;411.011162;12/12/1996
KX17826;Oregon;M;Doctor;46700480%;0;125;00/01/1900;Corporate Auto;SUV;600;19/06/1997
CC91503;Arizona;F;High School or Below;101693698%;0;135;00/01/1900;Personal Auto;Sports Car;648;06/08/1997
WH32183;Cali;M;Bachelor;83230740%;97245;70;00/01/1900;Personal Auto;Four-Door Car;4.110585;01/11/1995
ES90681;Cali;F;College;24177600%;51808;61;01/01/2000;Personal Auto;Four-Door Car;351.149904;13/10/1996
DW96592;Cali;M;Bachelor;80448724%;71391;67;00/01/1900;Personal Auto;Four-Door Car;284.000172;07/08/1996
MT23134;Oregon;M;High School or Below;53257245%;0;73;00/01/1900;Personal Auto;Two-Door Car;496.474767;07/03/1997
BM69081;Arizona;M;Bachelor;69475240%;0;100;00/01/1900;Personal Auto;SUV;925.137143;10/05/1998
MB90871;Oregon;F;College;58474152%;23496;77;00/01/1900;Special Auto;Four-Door Car;13.164097;10/11/1995
GT62080;Washington;M;High School or Below;;55561;63;00/01/1900;Personal Auto;Four-Door Car;227.872071;11/06/1996
QL77686;Nevada;F;College;47247861%;23986;119;00/01/1900;Corporate Auto;SUV;463.335061;02/02/1997
ON77827;Arizona;F;Master;27902280%;22974;71;00/01/1900;Personal Auto;Four-Door Car;180.667969;25/04/1996
KP18988;Oregon;F;High School or Below;215313328%;0;101;00/01/1900;Personal Auto;Four-Door Car;484.8;23/02/1997
TI92884;Arizona;M;Bachelor;126228327%;61844;106;00/01/1900;Personal Auto;Sports Car;508.8;19/03/1997
JH73503;Arizona;M;Doctor;201719615%;24804;73;00/01/1900;Personal Auto;Two-Door Car;350.4;12/10/1996
YE97964;Cali;F;Bachelor;164643659%;27760;104;00/01/1900;Personal Auto;SUV;302.764283;25/08/1996
VA30351;Oregon;F;High School or Below;55953899%;74454;71;00/01/1900;Personal Auto;Four-Door Car;340.8;02/10/1996
PV55726;Oregon;F;Master;41706873%;29462;107;01/01/2000;Personal Auto;SUV;513.6;24/03/1997
UC88305;Arizona;F;College;26654471%;52266;68;00/01/1900;Corporate Auto;Two-Door Car;141.922839;17/03/1996
TS53809;Oregon;M;Bachelor;70989141%;0;70;00/01/1900;Personal Auto;Two-Door Car;349.783046;11/10/1996
ZV32120;Cali;M;Doctor;39713451%;23599;103;00/01/1900;Corporate Auto;SUV;494.4;05/03/1997
FB80807;Oregon;M;Bachelor;55282128%;36088;72;00/01/1900;Personal Auto;Four-Door Car;345.6;07/10/1996
AS55677;Cali;F;High School or Below;83389958%;70534;104;00/01/1900;Personal Auto;Four-Door Car;54.065538;21/12/1995
WA15684;Oregon;M;College;384458559%;27398;125;01/01/2000;Personal Auto;SUV;600;19/06/1997
SA50567;Nevada;M;Bachelor;54485552%;85296;68;00/01/1900;Personal Auto;Four-Door Car;342.515136;04/10/1996
KJ31611;Arizona;M;High School or Below;108080660%;31063;92;00/01/1900;Personal Auto;Four-Door Car;441.6;11/01/1997
VL37375;Cali;M;Bachelor;61850965%;0;92;00/01/1900;Personal Auto;Two-Door Car;1027.177255;20/08/1998
KN21017;Nevada;M;High School or Below;32082259%;52367;81;00/01/1900;Personal Auto;Four-Door Car;275.989978;29/07/1996
PX44289;Arizona;M;College;54801041%;58651;71;00/01/1900;Personal Auto;Four-Door Car;472.599683;11/02/1997
AM97901;Nevada;F;College;229861539%;84831;192;00/01/1900;Special Auto;Sports Car;1336.931716;25/06/1999
RE42925;Oregon;M;Bachelor;131079259%;49088;114;01/01/2000;Corporate Auto;SUV;547.2;27/04/1997
TR81766;Cali;F;College;74629263%;70263;93;00/01/1900;Corporate Auto;Two-Door Car;7.345946;04/11/1995
CH85057;Oregon;F;Doctor;114639910%;45354;285;00/01/1900;Personal Auto;Luxury SUV;540.141566;20/04/1997
UP71482;Arizona;M;High School or Below;72361325%;0;63;00/01/1900;Personal Auto;Four-Door Car;383.363758;14/11/1996
EG40670;Cali;F;Bachelor;62326879%;28334;83;00/01/1900;Special Auto;Four-Door Car;537.765151;17/04/1997
HV83672;Oregon;F;Bachelor;283933299%;38772;90;00/01/1900;Personal Auto;Four-Door Car;321.873474;13/09/1996
MG10140;Oregon;F;College;37467516%;41479;94;01/01/2000;Personal Auto;Two-Door Car;19.575683;16/11/1995
TC44716;Cali;M;Bachelor;215693373%;23909;119;00/01/1900;Personal Auto;SUV;571.2;21/05/1997
QO65264;Cali;M;College;50120837%;48328;63;00/01/1900;Personal Auto;Two-Door Car;108.138715;13/02/1996
EB66698;Cali;M;High School or Below;33718584%;86689;85;00/01/1900;Corporate Auto;Two-Door Car;408;09/12/1996
OT52034;Cali;M;Bachelor;38647768%;24204;99;01/01/2000;Personal Auto;Four-Door Car;707.303416;04/10/1997
CH85444;Oregon;M;College;41457119%;25943;110;00/01/1900;Corporate Auto;Two-Door Car;1067.333126;29/09/1998
PU85769;Cali;M;High School or Below;51560727%;0;73;00/01/1900;Personal Auto;Four-Door Car;807.947292;12/01/1998
UI73201;Cali;M;College;36673750%;62375;92;00/01/1900;Personal Auto;Two-Door Car;618.630955;07/07/1997
SL50592;Cali;F;High School or Below;78356835%;0;71;00/01/1900;Corporate Auto;Four-Door Car;404.272806;05/12/1996
XP11075;Arizona;M;Bachelor;145672684%;0;148;00/01/1900;Personal Auto;SUV;710.4;07/10/1997
SI31236;Oregon;M;Bachelor;101713390%;70200;65;00/01/1900;Corporate Auto;Four-Door Car;312;04/09/1996
JN26745;Nevada;F;Bachelor;41357752%;0;112;00/01/1900;Special Auto;Four-Door Car;707.977614;04/10/1997
VK48036;Oregon;F;College;55114911%;79027;70;00/01/1900;Corporate Auto;Four-Door Car;336;28/09/1996
JX76668;Washington;F;High School or Below;113142439%;62935;141;00/01/1900;Personal Auto;Sports Car;232.242326;16/06/1996
DS45802;Cali;F;High School or Below;54146173%;26893;68;00/01/1900;Personal Auto;Four-Door Car;68.226001;04/01/1996
OA96690;Oregon;F;High School or Below;74215935%;47406;94;01/01/2000;Personal Auto;Four-Door Car;287.149807;10/08/1996
EM27919;Cali;M;Bachelor;44581134%;17622;65;01/01/2000;Personal Auto;Four-Door Car;312;04/09/1996
QO41043;Oregon;F;College;144761249%;27572;124;00/01/1900;Corporate Auto;SUV;595.2;14/06/1997
OV50124;Oregon;F;College;49368884%;0;72;01/02/2000;Personal Auto;Two-Door Car;391.636628;22/11/1996
PR31642;Oregon;F;Bachelor;45252765%;32802;114;00/01/1900;Personal Auto;SUV;547.2;27/04/1997
BU41599;Washington;F;Master;55817613%;62739;70;00/01/1900;Personal Auto;Two-Door Car;239.328571;23/06/1996
TK30357;Cali;F;Bachelor;141343474%;90844;118;00/01/1900;Personal Auto;SUV;232.674417;16/06/1996
NF31087;Nevada;F;High School or Below;247231831%;44685;69;00/01/1900;Personal Auto;Four-Door Car;331.2;23/09/1996
NH16984;Cali;F;Bachelor;28380678%;0;80;00/01/1900;Personal Auto;Four-Door Car;336.50961;28/09/1996
OS75493;Cali;F;High School or Below;38484836%;42589;98;00/01/1900;Corporate Auto;Four-Door Car;470.4;09/02/1997
VT63298;Oregon;M;Bachelor;195044739%;0;72;00/01/1900;Personal Auto;Four-Door Car;345.6;07/10/1996
QS75550;Washington;F;Bachelors;24800459%;93383;62;00/01/1900;Corporate Auto;Two-Door Car;244.212286;28/06/1996
SZ16483;Arizona;F;High School or Below;43613729%;79583;109;01/02/2000;Personal Auto;Four-Door Car;523.2;03/04/1997
VM92311;Arizona;F;High School or Below;25290775%;89129;64;00/01/1900;Personal Auto;Four-Door Car;328.870868;20/09/1996
NJ46849;Arizona;M;College;25044448%;0;69;00/01/1900;Personal Auto;Four-Door Car;496.8;07/03/1997
WZ31900;Oregon;F;Bachelor;86497006%;94389;107;00/01/1900;Corporate Auto;SUV;85.063708;21/01/1996
RG30482;Oregon;F;College;136683553%;0;197;00/01/1900;Personal Auto;SUV;1418.4;15/09/1999
ZM86949;Oregon;F;High School or Below;206350846%;84106;64;00/01/1900;Personal Auto;Two-Door Car;334.408717;26/09/1996
QQ39596;Arizona;F;College;25175336%;0;69;00/01/1900;Personal Auto;Four-Door Car;42.096415;09/12/1995
FH51383;Cali;F;High School or Below;53266777%;76717;66;00/01/1900;Personal Auto;Two-Door Car;300.528579;23/08/1996
BJ53923;Arizona;M;High School or Below;26002721%;51978;66;00/01/1900;Corporate Auto;Four-Door Car;144.782152;20/03/1996
CZ96653;Oregon;F;Bachelor;85347928%;47325;107;00/01/1900;Personal Auto;SUV;64.598216;31/12/1995
FB23788;Oregon;M;High School or Below;88288350%;86721;111;00/01/1900;Corporate Auto;SUV;532.8;12/04/1997
NT43594;Nevada;F;Bachelor;22484496%;24910;63;01/01/2000;Personal Auto;Four-Door Car;347.857619;09/10/1996
RJ85627;Washington;F;Bachelor;123027624%;43817;62;01/01/2000;Personal Auto;Four-Door Car;245.447622;29/06/1996
KJ86296;Oregon;M;High School or Below;45565930%;0;73;01/02/2000;Personal Auto;Four-Door Car;525.6;05/04/1997
PI47776;Oregon;F;Bachelor;25307051%;89451;63;00/01/1900;Corporate Auto;Four-Door Car;61.769564;28/12/1995
MD73554;Cali;M;College;52519840%;59537;66;00/01/1900;Personal Auto;Two-Door Car;316.8;08/09/1996
UX92071;Oregon;M;High School or Below;67431193%;0;199;00/01/1900;Personal Auto;Luxury SUV;955.2;09/06/1998
YG44474;Oregon;M;College;140147213%;54193;117;00/01/1900;Corporate Auto;SUV;720.752945;17/10/1997
UH45301;Oregon;M;College;94389156%;86946;118;00/01/1900;Personal Auto;Four-Door Car;340.656963;02/10/1996
RY92647;Cali;F;Bachelor;105067717%;0;92;00/01/1900;Personal Auto;Four-Door Car;546.524896;26/04/1997
IK12620;Arizona;F;High School or Below;42139186%;12160;109;00/01/1900;Personal Auto;Four-Door Car;489.411833;28/02/1997
GQ66762;Cali;M;College;47736864%;33701;63;00/01/1900;Personal Auto;Four-Door Car;171.325856;16/04/1996
YT69858;Washington;F;Bachelor;54414201%;85702;67;00/01/1900;Personal Auto;Two-Door Car;249.085887;03/07/1996
XD85577;Cali;M;Bachelor;28422669%;69417;73;01/01/2000;Personal Auto;Four-Door Car;30.874869;27/11/1995
TM65736;Oregon;M;Master;30595503%;38644;78;01/01/2000;Personal Auto;Four-Door Car;361.455219;23/10/1996
VJ51327;Cali;F;High School or Below;203149976%;63209;102;01/02/2000;Personal Auto;SUV;207.320041;22/05/1996
GS98873;Arizona;F;Bachelor;32391247%;16061;88;00/01/1900;Personal Auto;Four-Door Car;633.6;22/07/1997
CW49887;California;F;Master;46268011%;79487;114;00/01/1900;Special Auto;SUV;547.2;27/04/1997
MY31220;California;F;College;89970402%;54230;112;00/01/1900;Personal Auto;Two-Door Car;537.6;17/04/1997

